subnum,nowtrial,imageno,exposure,charalength,TargetPosi,charakey,charares,TorF1,maskwidth,colorcond,colorres,TorF2,totaltime,RSVPtime,mojitime,mojiRT,colorRT,gray_gray,gray_mix,gray_color,mix_gray,mix_mix,mix_color,color_gray,color_mix,color_color
4,1,226,9,21,7,72,72,1,9.00E+00,1,1,1,4.86E+00,3.84E+00,1.83E-01,1.77E+00,1.18E+00,0,0,0,0,1,0,0,0,0
4,2,207,9,20,6,83,83,1,3.00E+02,2,2,1,4.64E+00,3.62E+00,1.81E-01,1.58E+00,1.31E+00,0,0,0,0,0,0,0,0,1
4,3,417,7,20,6,72,72,1,1.00E-02,0,0,1,3.79E+00,2.77E+00,1.38E-01,1.48E+00,1.51E+00,1,0,0,0,0,0,0,0,0
4,4,367,5,24,10,89,89,1,1.00E-02,0,0,1,3.37E+00,2.35E+00,9.79E-02,1.58E+00,1.20E+00,1,0,0,0,0,0,0,0,0
4,5,443,5,22,8,76,82,0,1.00E-02,0,0,1,3.13E+00,2.10E+00,9.54E-02,1.21E+00,1.09E+00,1,0,0,0,0,0,0,0,0
4,6,516,5,23,9,1000,1000,1000,1.70E+01,1,1,1,2.23E+00,1.20E+00,5.22E-02,1.00E+03,2.60E+00,0,0,0,0,1,0,0,0,0
4,7,500,7,25,11,79,79,1,1.70E+01,1,2,0,4.50E+00,3.47E+00,1.39E-01,1.34E+00,1.14E+00,0,0,0,0,0,1,0,0,0
4,8,247,7,24,10,75,75,1,2.50E+01,1,2,0,4.36E+00,3.33E+00,1.39E-01,1.89E+00,1.42E+00,0,0,0,0,0,1,0,0,0
4,9,205,5,24,10,1000,1000,1000,3.00E+02,2,2,1,2.27E+00,1.25E+00,5.21E-02,1.00E+03,1.94E+00,0,0,0,0,0,0,0,0,1
4,10,479,9,22,8,86,86,1,3.00E+02,2,2,1,4.74E+00,3.72E+00,1.69E-01,1.83E+00,1.11E+00,0,0,0,0,0,0,0,0,1
4,11,424,7,21,7,76,76,1,1.00E-02,0,0,1,3.97E+00,2.93E+00,1.40E-01,1.23E+00,1.13E+00,1,0,0,0,0,0,0,0,0
4,12,237,9,20,6,1000,1000,1000,3.00E+02,2,2,1,3.36E+00,2.33E+00,1.17E-01,1.00E+03,1.25E+00,0,0,0,0,0,0,0,0,1
4,13,460,5,21,7,87,87,1,1.30E+01,1,2,0,3.13E+00,2.10E+00,1.00E-01,1.10E+00,2.60E+00,0,0,0,0,0,1,0,0,0
4,14,353,7,22,8,68,68,1,1.00E-02,0,0,1,3.89E+00,2.87E+00,1.30E-01,1.79E+00,1.27E+00,1,0,0,0,0,0,0,0,0
4,15,203,5,22,8,79,81,0,3.00E+02,2,2,1,3.26E+00,2.23E+00,1.01E-01,1.40E+00,1.10E+00,0,0,0,0,0,0,0,0,1
4,16,317,5,22,8,78,78,1,9.00E+00,1,1,1,3.27E+00,2.23E+00,1.01E-01,1.45E+00,1.03E+00,0,0,0,0,1,0,0,0,0
4,17,243,5,20,6,1000,1000,1000,2.50E+01,1,2,0,2.07E+00,1.05E+00,5.25E-02,1.00E+03,3.45E+00,0,0,0,0,0,1,0,0,0
4,18,232,7,21,7,76,76,1,1.00E-02,0,1,0,3.96E+00,2.93E+00,1.40E-01,1.39E+00,1.07E+00,0,1,0,0,0,0,0,0,0
4,19,542,9,25,11,73,86,0,3.00E+02,2,1,0,5.33E+00,4.30E+00,1.72E-01,1.10E+00,2.30E+00,0,0,0,0,0,0,0,1,0
4,20,285,9,20,6,79,79,1,3.00E+02,2,2,1,4.42E+00,3.38E+00,1.69E-01,1.21E+00,7.71E-01,0,0,0,0,0,0,0,0,1
4,21,253,5,24,10,70,70,1,9.00E+00,1,1,1,3.35E+00,2.32E+00,9.65E-02,1.83E+00,9.38E-01,0,0,0,0,1,0,0,0,0
4,22,309,5,20,6,83,83,1,9.00E+00,1,1,1,3.12E+00,2.10E+00,1.05E-01,1.23E+00,7.96E-01,0,0,0,0,1,0,0,0,0
4,23,465,7,20,6,1000,1000,1000,3.00E+02,2,2,1,2.75E+00,1.72E+00,8.58E-02,1.00E+03,1.59E+00,0,0,0,0,0,0,0,0,1
4,24,518,9,25,11,75,75,1,2.50E+01,1,1,1,5.21E+00,4.18E+00,1.67E-01,1.27E+00,9.90E-01,0,0,0,0,1,0,0,0,0
4,25,471,7,20,6,74,74,1,3.00E+02,2,1,0,3.80E+00,2.77E+00,1.38E-01,1.51E+00,1.06E+00,0,0,0,0,0,0,0,1,0
4,26,508,7,21,7,73,73,1,2.10E+01,1,1,1,3.91E+00,2.88E+00,1.37E-01,1.78E+00,7.40E-01,0,0,0,0,1,0,0,0,0
4,27,220,7,21,7,87,87,1,2.10E+01,1,2,0,4.04E+00,3.02E+00,1.44E-01,1.36E+00,8.35E-01,0,0,0,0,0,1,0,0,0
4,28,241,7,24,10,1000,1000,1000,3.00E+02,2,2,1,3.08E+00,2.05E+00,8.54E-02,1.00E+03,1.22E+00,0,0,0,0,0,0,0,0,1
4,29,408,5,23,9,85,85,1,2.50E+01,1,1,1,3.30E+00,2.27E+00,9.85E-02,1.33E+00,7.80E-01,0,0,0,0,1,0,0,0,0
4,30,235,5,24,10,85,85,1,2.10E+01,1,2,0,3.38E+00,2.35E+00,9.79E-02,1.59E+00,1.18E+00,0,0,0,0,0,1,0,0,0
4,31,490,9,21,7,76,76,1,3.00E+02,2,2,1,4.61E+00,3.58E+00,1.71E-01,1.29E+00,2.10E+00,0,0,0,0,0,0,0,0,1
4,32,374,7,25,11,80,80,1,1.00E-02,0,0,1,4.56E+00,3.53E+00,1.41E-01,1.11E+00,1.31E+00,1,0,0,0,0,0,0,0,0
4,33,246,9,23,9,90,90,1,2.10E+01,1,1,1,4.97E+00,3.93E+00,1.71E-01,1.62E+00,8.60E-01,0,0,0,0,1,0,0,0,0
4,34,410,7,25,11,76,76,1,9.00E+00,1,1,1,4.52E+00,3.48E+00,1.39E-01,1.50E+00,8.78E-01,0,0,0,0,1,0,0,0,0
4,35,320,5,25,11,70,70,1,3.00E+02,2,2,1,3.46E+00,2.43E+00,9.73E-02,1.60E+00,1.22E+00,0,0,0,0,0,0,0,0,1
4,36,339,5,20,6,85,85,1,3.00E+02,2,1,0,3.13E+00,2.10E+00,1.05E-01,1.11E+00,1.01E+00,0,0,0,0,0,0,0,1,0
4,37,493,7,24,10,79,79,1,3.00E+02,2,2,1,4.30E+00,3.28E+00,1.37E-01,2.17E+00,1.33E+00,0,0,0,0,0,0,0,0,1
4,38,347,5,22,8,89,89,1,2.10E+01,1,2,0,3.22E+00,2.20E+00,1.00E-01,1.67E+00,1.34E+00,0,0,0,0,0,1,0,0,0
4,39,535,7,24,10,83,83,1,9.00E+00,1,0,0,4.24E+00,3.22E+00,1.34E-01,1.06E+00,1.22E+00,0,0,0,1,0,0,0,0,0
4,40,319,7,24,10,88,88,1,1.00E-02,0,0,1,4.34E+00,3.32E+00,1.38E-01,1.35E+00,8.89E-01,1,0,0,0,0,0,0,0,0
4,41,547,5,24,10,1000,1000,1000,300,2,2,1,2.26E+00,1.23E+00,5.14E-02,1.00E+03,1.61E+00,0,0,0,0,0,0,0,0,1
4,42,511,7,24,10,67,67,1,25,1,2,0,4.33E+00,3.30E+00,1.37E-01,1.43E+00,9.50E-01,0,0,0,0,0,1,0,0,0
4,43,536,9,25,11,1000,1000,1000,1.00E-02,0,0,1,3.95E+00,2.92E+00,1.17E-01,1.00E+03,1.28E+00,1,0,0,0,0,0,0,0,0
4,44,330,7,23,9,82,74,0,300,2,2,1,4.26E+00,3.23E+00,1.41E-01,1.36E+00,1.12E+00,0,0,0,0,0,0,0,0,1
4,45,333,9,20,6,66,66,1,300,2,2,1,4.61E+00,3.58E+00,1.79E-01,9.83E-01,1.15E+00,0,0,0,0,0,0,0,0,1
4,46,364,5,21,7,77,77,1,300,2,2,1,3.10E+00,2.07E+00,9.84E-02,1.69E+00,1.31E+00,0,0,0,0,0,0,0,0,1
4,47,507,5,20,6,78,78,1,300,2,2,1,3.00E+00,1.97E+00,9.83E-02,1.46E+00,2.29E+00,0,0,0,0,0,0,0,0,1
4,48,387,9,20,6,87,87,1,21,1,2,0,4.46E+00,3.43E+00,1.72E-01,1.28E+00,1.10E+00,0,0,0,0,0,1,0,0,0
4,49,445,5,24,10,81,81,1,25,1,1,1,3.38E+00,2.35E+00,9.79E-02,1.34E+00,8.04E-01,0,0,0,0,1,0,0,0,0
4,50,526,5,21,7,84,90,0,300,2,1,0,3.02E+00,2.00E+00,9.52E-02,1.62E+00,1.78E+00,0,0,0,0,0,0,0,1,0
4,51,487,7,24,10,88,74,0,300,2,2,1,4.26E+00,3.23E+00,1.35E-01,1.34E+00,1.04E+00,0,0,0,0,0,0,0,0,1
4,52,331,9,24,10,78,78,1,17,1,0,0,5.13E+00,4.10E+00,1.71E-01,1.13E+00,1.17E+00,0,0,0,1,0,0,0,0,0
4,53,212,9,25,11,78,78,1,1.00E-02,0,0,1,5.30E+00,4.27E+00,1.71E-01,1.18E+00,8.25E-01,1,0,0,0,0,0,0,0,0
4,54,335,7,22,8,67,67,1,1.30E+01,1,1,1,4.23E+00,3.20E+00,1.45E-01,1.98E+00,1.09E+00,0,0,0,0,1,0,0,0,0
4,55,299,7,22,8,87,87,1,300,2,2,1,4.02E+00,3.00E+00,1.36E-01,1.32E+00,1.95E+00,0,0,0,0,0,0,0,0,1
4,56,328,5,21,7,79,65,0,300,2,1,0,3.12E+00,2.10E+00,1.00E-01,3.02E+00,2.99E+00,0,0,0,0,0,0,0,1,0
4,57,263,5,22,8,90,90,1,300,2,1,0,3.24E+00,2.22E+00,1.01E-01,1.47E+00,7.98E-01,0,0,0,0,0,0,0,1,0
4,58,254,9,25,11,90,90,1,300,2,2,1,5.30E+00,4.28E+00,1.71E-01,1.24E+00,1.58E+00,0,0,0,0,0,0,0,0,1
4,59,377,5,22,8,75,75,1,1.00E-02,0,0,1,3.18E+00,2.15E+00,9.77E-02,1.23E+00,1.80E+00,1,0,0,0,0,0,0,0,0
4,60,282,7,23,9,65,65,1,1.30E+01,1,1,1,4.12E+00,3.10E+00,1.35E-01,1.17E+00,8.82E-01,0,0,0,0,1,0,0,0,0
4,61,531,5,20,6,76,76,1,3.00E+02,2,1,0,2.99E+00,1.97E+00,9.83E-02,1.39E+00,1.71E+00,0,0,0,0,0,0,0,1,0
4,62,326,9,25,11,68,68,1,300,2,2,1,5.38E+00,4.35E+00,1.74E-01,1.71E+00,8.73E-01,0,0,0,0,0,0,0,0,1
4,63,298,5,21,7,1000,1000,1000,1.00E-02,0,0,1,2.12E+00,1.10E+00,5.24E-02,1.00E+03,1.40E+00,1,0,0,0,0,0,0,0,0
4,64,543,5,20,6,88,77,0,300,2,2,1,3.01E+00,1.98E+00,9.92E-02,2.33E+00,1.22E+00,0,0,0,0,0,0,0,0,1
4,65,388,5,21,7,81,81,1,21,1,2,0,3.21E+00,2.18E+00,1.04E-01,1.22E+00,1.31E+00,0,0,0,0,0,1,0,0,0
4,66,289,7,24,10,71,71,1,300,2,2,1,4.25E+00,3.22E+00,1.34E-01,1.58E+00,1.03E+00,0,0,0,0,0,0,0,0,1
4,67,363,9,20,6,81,81,1,300,2,2,1,4.62E+00,3.58E+00,1.79E-01,1.17E+00,1.77E+00,0,0,0,0,0,0,0,0,1
4,68,418,9,21,7,73,73,1,300,2,2,1,4.57E+00,3.55E+00,1.69E-01,1.27E+00,1.73E+00,0,0,0,0,0,0,0,0,1
4,69,257,9,22,8,79,79,1,3.00E+02,2,2,1,4.82E+00,3.78E+00,1.72E-01,1.75E+00,1.08E+00,0,0,0,0,0,0,0,0,1
4,70,402,5,23,9,70,70,1,9,1,1,1,3.24E+00,2.22E+00,9.64E-02,1.43E+00,1.18E+00,0,0,0,0,1,0,0,0,0
4,71,370,9,21,7,65,65,1,13,1,1,1,4.74E+00,3.72E+00,1.77E-01,1.21E+00,7.89E-01,0,0,0,0,1,0,0,0,0
4,72,204,5,23,9,70,70,1,9,1,1,1,3.36E+00,2.33E+00,1.01E-01,1.23E+00,1.04E+00,0,0,0,0,1,0,0,0,0
4,73,501,5,20,6,69,69,1,300,2,1,0,3.01E+00,1.98E+00,9.91E-02,1.55E+00,7.93E-01,0,0,0,0,0,0,0,1,0
4,74,464,9,25,11,1000,1000,1000,300,2,2,1,3.95E+00,2.92E+00,1.17E-01,1.00E+03,1.70E+00,0,0,0,0,0,0,0,0,1
4,75,484,9,21,7,78,78,1,1.00E-02,0,0,1,4.62E+00,3.60E+00,1.71E-01,1.80E+00,4.65E+00,1,0,0,0,0,0,0,0,0
4,76,455,7,22,8,87,87,1,25,1,1,1,4.03E+00,3.00E+00,1.36E-01,1.32E+00,1.21E+00,0,0,0,0,1,0,0,0,0
4,77,411,5,20,6,84,84,1,25,1,2,0,2.94E+00,1.92E+00,9.58E-02,2.08E+00,1.18E+00,0,0,0,0,0,1,0,0,0
4,78,306,5,23,9,66,66,1,1.00E-02,0,0,1,3.24E+00,2.22E+00,9.64E-02,1.46E+00,1.08E+00,1,0,0,0,0,0,0,0,0
4,79,509,9,22,8,81,81,1,1.00E-02,0,0,1,4.75E+00,3.72E+00,1.69E-01,1.16E+00,1.03E+00,1,0,0,0,0,0,0,0,0
4,80,336,7,23,9,78,78,1,300,2,2,1,4.32E+00,3.30E+00,1.43E-01,1.37E+00,8.77E-01,0,0,0,0,0,0,0,0,1
4,81,332,9,25,11,66,66,1,300,2,2,1,5.37E+00,4.35E+00,1.74E-01,2.53E+00,1.43E+00,0,0,0,0,0,0,0,0,1
4,82,280,7,21,7,79,79,1,300,2,2,1,3.97E+00,2.93E+00,1.40E-01,1.53E+00,1.24E+00,0,0,0,0,0,0,0,0,1
4,83,396,7,23,9,70,70,1,300,2,2,1,4.16E+00,3.13E+00,1.36E-01,1.79E+00,9.58E-01,0,0,0,0,0,0,0,0,1
4,84,513,9,20,6,84,84,1,17,1,1,1,4.42E+00,3.40E+00,1.70E-01,1.28E+00,1.07E+00,0,0,0,0,1,0,0,0,0
4,85,523,5,24,10,78,69,0,3.00E+02,2,2,1,3.28E+00,2.25E+00,9.37E-02,1.97E+00,1.01E+00,0,0,0,0,0,0,0,0,1
4,86,555,5,20,6,69,69,1,1.00E-02,0,0,1,2.92E+00,1.90E+00,9.50E-02,1.22E+00,1.13E+00,1,0,0,0,0,0,0,0,0
4,87,275,9,22,8,69,69,1,9,1,0,0,4.83E+00,3.80E+00,1.73E-01,1.72E+00,8.13E-01,0,0,0,1,0,0,0,0,0
4,88,281,9,22,8,81,81,1,300,2,2,1,4.80E+00,3.77E+00,1.71E-01,1.15E+00,9.99E-01,0,0,0,0,0,0,0,0,1
4,89,473,9,22,8,80,80,1,25,1,1,1,4.73E+00,3.70E+00,1.68E-01,1.39E+00,1.25E+00,0,0,0,0,1,0,0,0,0
4,90,415,7,24,10,84,84,1,13,1,1,1,4.31E+00,3.28E+00,1.37E-01,1.26E+00,9.34E-01,0,0,0,0,1,0,0,0,0
4,91,271,7,24,10,1000,1000,1000,17,1,1,1,3.08E+00,2.05E+00,8.54E-02,1.00E+03,1.84E+00,0,0,0,0,1,0,0,0,0
4,92,503,7,22,8,89,89,1,1.30E+01,1,1,1,4.05E+00,3.02E+00,1.37E-01,1.33E+00,9.18E-01,0,0,0,0,1,0,0,0,0
4,93,206,5,25,11,1000,1000,1000,17,1,1,1,2.30E+00,1.27E+00,5.07E-02,1.00E+03,4.64E+00,0,0,0,0,1,0,0,0,0
4,94,216,5,23,9,68,68,1,300,2,2,1,3.28E+00,2.25E+00,9.78E-02,1.33E+00,8.04E-01,0,0,0,0,0,0,0,0,1
4,95,529,7,24,10,1000,1000,1000,25,1,2,0,3.08E+00,2.05E+00,8.54E-02,1.00E+03,1.06E+00,0,0,0,0,0,1,0,0,0
4,96,510,9,23,9,81,81,1,300,2,2,1,4.93E+00,3.90E+00,1.70E-01,1.17E+00,9.40E-01,0,0,0,0,0,0,0,0,1
4,97,438,9,23,9,72,72,1,1.00E-02,0,0,1,5.01E+00,3.98E+00,1.73E-01,1.30E+00,7.04E-01,1,0,0,0,0,0,0,0,0
4,98,244,7,21,7,79,79,1,9,1,1,1,3.97E+00,2.95E+00,1.40E-01,1.42E+00,7.53E-01,0,0,0,0,1,0,0,0,0
4,99,524,7,25,11,88,90,0,21,1,2,0,4.47E+00,3.45E+00,1.38E-01,1.34E+00,1.23E+00,0,0,0,0,0,1,0,0,0
4,100,381,5,20,6,80,80,1,17,1,1,1,3.06E+00,2.03E+00,1.02E-01,1.20E+00,7.62E-01,0,0,0,0,1,0,0,0,0
4,101,399,7,20,6,79,79,1,300,2,2,1,3.96E+00,2.93E+00,1.47E-01,1.08E+00,7.60E-01,0,0,0,0,0,0,0,0,1
4,102,360,9,23,9,81,81,1,300,2,2,1,5.00E+00,3.98E+00,1.73E-01,9.72E-01,9.92E-01,0,0,0,0,0,0,0,0,1
4,103,355,5,24,10,68,68,1,2.50E+01,1,2,0,3.11E+00,2.08E+00,8.68E-02,1.21E+00,1.14E+00,0,0,0,0,0,1,0,0,0
4,104,297,9,20,6,88,88,1,25,1,2,0,4.50E+00,3.47E+00,1.73E-01,1.44E+00,1.13E+00,0,0,0,0,0,1,0,0,0
4,105,560,5,25,11,81,74,0,300,2,0,0,3.36E+00,2.33E+00,9.33E-02,6.17E+00,2.62E+00,0,0,0,0,0,0,1,0,0
4,106,233,7,22,8,89,89,1,13,1,1,1,4.11E+00,3.08E+00,1.40E-01,1.18E+00,8.68E-01,0,0,0,0,1,0,0,0,0
4,107,255,5,20,6,1000,1000,1000,300,2,2,1,2.08E+00,1.05E+00,5.25E-02,1.00E+03,1.24E+00,0,0,0,0,0,0,0,0,1
4,108,260,9,25,11,85,71,0,21,1,2,0,5.27E+00,4.23E+00,1.69E-01,2.67E+00,1.73E+00,0,0,0,0,0,1,0,0,0
4,109,340,5,21,7,90,90,1,300,2,2,1,3.18E+00,2.15E+00,1.02E-01,2.23E+00,8.70E-01,0,0,0,0,0,0,0,0,1
4,110,357,9,20,6,66,66,1,300,2,2,1,4.32E+00,3.30E+00,1.65E-01,1.25E+00,1.37E+00,0,0,0,0,0,0,0,0,1
4,111,361,5,24,10,81,70,0,13,1,0,0,3.28E+00,2.25E+00,9.37E-02,3.29E+00,2.37E+00,0,0,0,1,0,0,0,0,0
4,112,406,7,21,7,68,68,1,1.00E-02,0,0,1,3.90E+00,2.88E+00,1.37E-01,1.17E+00,8.19E-01,1,0,0,0,0,0,0,0,0
4,113,475,5,24,10,69,69,1,300,2,2,1,3.34E+00,2.32E+00,9.65E-02,1.24E+00,1.28E+00,0,0,0,0,0,0,0,0,1
4,114,379,9,24,10,89,89,1,13,1,1,1,5.12E+00,4.10E+00,1.71E-01,1.36E+00,9.13E-01,0,0,0,0,1,0,0,0,0
4,115,314,5,25,11,80,80,1,300,2,2,1,3.58E+00,2.55E+00,1.02E-01,1.37E+00,8.28E-01,0,0,0,0,0,0,0,0,1
4,116,391,5,24,10,1000,1000,1000,9,1,1,1,2.27E+00,1.25E+00,5.21E-02,1000,2.25E+00,0,0,0,0,1,0,0,0,0
4,117,448,9,21,7,1000,1000,1000,300,2,2,1,3.47E+00,2.45E+00,1.17E-01,1.00E+03,1.33E+00,0,0,0,0,0,0,0,0,1
4,118,344,5,25,11,72,72,1,1.00E-02,0,2,0,3.54E+00,2.52E+00,1.01E-01,3.59E+00,1.56E+00,0,0,1,0,0,0,0,0,0
4,119,517,9,24,10,78,74,0,25,1,2,0,5.07E+00,4.03E+00,1.68E-01,1.48E+00,1.00E+00,0,0,0,0,0,1,0,0,0
4,120,419,9,22,8,84,84,1,9,1,0,0,4.80E+00,3.78E+00,1.72E-01,1.66E+00,1.11E+00,0,0,0,1,0,0,0,0,0
4,121,539,7,22,8,1000,1000,1000,2.10E+01,1,1,1,2.91E+00,1.88E+00,8.56E-02,1.00E+03,1.39E+00,0,0,0,0,1,0,0,0,0
4,122,341,7,22,8,85,85,1,1.70E+01,1,1,1,4.17E+00,3.13E+00,1.42E-01,1.08E+00,8.41E-01,0,0,0,0,1,0,0,0,0
4,123,368,9,25,11,77,77,1,3.00E+02,2,1,0,5.31E+00,4.28E+00,1.71E-01,1.37E+00,9.78E-01,0,0,0,0,0,0,0,1,0
4,124,433,7,24,10,78,78,1,3.00E+02,2,2,1,4.30E+00,3.28E+00,1.37E-01,1.60E+00,9.99E-01,0,0,0,0,0,0,0,0,1
4,125,239,5,22,8,74,74,1,1.00E-02,0,0,1,3.14E+00,2.12E+00,9.62E-02,1.37E+00,8.97E-01,1,0,0,0,0,0,0,0,0
4,126,395,5,22,8,1000,1000,1000,1.00E-02,0,0,1,2.20E+00,1.17E+00,5.30E-02,1.00E+03,1.07E+00,1,0,0,0,0,0,0,0,0
4,127,545,7,22,8,1000,1000,1000,9.00E+00,1,0,0,2.91E+00,1.88E+00,8.56E-02,1.00E+03,1.09E+00,0,0,0,1,0,0,0,0,0
4,128,303,5,20,6,1000,1000,1000,1.30E+01,1,1,1,2.08E+00,1.05E+00,5.25E-02,1.00E+03,1.61E+00,0,0,0,0,1,0,0,0,0
4,129,294,5,23,9,88,88,1,3.00E+02,2,2,1,3.27E+00,2.25E+00,9.78E-02,1.39E+00,1.65E+00,0,0,0,0,0,0,0,0,1
4,130,362,5,25,11,74,77,0,3.00E+02,2,2,1,3.38E+00,2.35E+00,9.40E-02,2.61E+00,1.11E+00,0,0,0,0,0,0,0,0,1
4,131,483,9,20,6,89,75,0,3.00E+02,2,2,1,4.45E+00,3.43E+00,1.72E-01,1.69E+00,1.02E+00,0,0,0,0,0,0,0,0,1
4,132,492,5,23,9,69,69,1,1.00E-02,0,0,1,3.18E+00,2.15E+00,9.35E-02,1.19E+00,9.57E-01,1,0,0,0,0,0,0,0,0
4,133,469,7,24,10,83,83,1,1.30E+01,1,1,1,4.33E+00,3.30E+00,1.37E-01,1.14E+00,1.09E+00,0,0,0,0,1,0,0,0,0
4,134,249,7,20,6,83,83,1,1.00E-02,0,0,1,3.80E+00,2.77E+00,1.38E-01,9.72E-01,9.92E-01,1,0,0,0,0,0,0,0,0
4,135,284,7,25,11,90,90,1,3.00E+02,2,2,1,4.45E+00,3.42E+00,1.37E-01,1.15E+00,8.10E-01,0,0,0,0,0,0,0,0,1
4,136,384,5,23,9,75,75,1,3.00E+02,2,2,1,3.28E+00,2.25E+00,9.78E-02,1.65E+00,1.35E+00,0,0,0,0,0,0,0,0,1
4,137,269,7,22,8,81,81,1,9.00E+00,1,1,1,4.19E+00,3.17E+00,1.44E-01,1.57E+00,9.93E-01,0,0,0,0,1,0,0,0,0
4,138,521,9,22,8,70,69,0,1.30E+01,1,2,0,4.71E+00,3.68E+00,1.67E-01,2.17E+00,2.24E+00,0,0,0,0,0,1,0,0,0
4,139,537,9,20,6,65,65,1,1.70E+01,1,1,1,4.45E+00,3.42E+00,1.71E-01,1.32E+00,1.52E+00,0,0,0,0,1,0,0,0,0
4,140,544,5,21,7,82,77,0,3.00E+02,2,2,1,2.99E+00,1.97E+00,9.36E-02,1.34E+00,4.40E+00,0,0,0,0,0,0,0,0,1
4,141,371,9,22,8,68,68,1,3.00E+02,2,2,1,4.89E+00,3.87E+00,1.76E-01,7.24E-01,9.78E-01,0,0,0,0,0,0,0,0,1
4,142,447,5,20,6,83,83,1,3.00E+02,2,2,1,2.99E+00,1.97E+00,9.83E-02,1.52E+00,8.79E-01,0,0,0,0,0,0,0,0,1
4,143,436,5,21,7,70,70,1,1.30E+01,1,1,1,3.23E+00,2.20E+00,1.05E-01,1.97E+00,9.13E-01,0,0,0,0,1,0,0,0,0
4,144,295,5,24,10,85,85,1,3.00E+02,2,2,1,3.27E+00,2.25E+00,9.37E-02,1.17E+00,9.45E-01,0,0,0,0,0,0,0,0,1
4,145,302,7,25,11,85,85,1,1.30E+01,1,1,1,4.44E+00,3.42E+00,1.37E-01,1.38E+00,9.20E-01,0,0,0,0,1,0,0,0,0
4,146,426,5,23,9,1000,1000,1000,3.00E+02,2,2,1,2.21E+00,1.18E+00,5.14E-02,1.00E+03,1.32E+00,0,0,0,0,0,0,0,0,1
4,147,558,5,23,9,70,70,1,1.70E+01,1,1,1,3.20E+00,2.18E+00,9.49E-02,2.16E+00,1.01E+00,0,0,0,0,1,0,0,0,0
4,148,380,5,25,11,89,74,0,1.70E+01,1,1,1,3.44E+00,2.42E+00,9.67E-02,1.79E+00,9.74E-01,0,0,0,0,1,0,0,0,0
4,149,453,5,20,6,87,87,1,3.00E+02,2,1,0,2.99E+00,1.97E+00,9.83E-02,1.31E+00,8.81E-01,0,0,0,0,0,0,0,1,0
4,150,440,9,25,11,82,82,1,3.00E+02,2,2,1,5.28E+00,4.25E+00,1.70E-01,3.30E+00,1.47E+00,0,0,0,0,0,0,0,0,1
4,151,310,5,21,7,77,77,1,3.00E+02,2,1,0,3.13E+00,2.10E+00,1.00E-01,1.52E+00,9.43E-01,0,0,0,0,0,0,0,1,0
4,152,338,5,25,11,65,65,1,2.50E+01,1,1,1,3.59E+00,2.57E+00,1.03E-01,1.30E+00,9.24E-01,0,0,0,0,1,0,0,0,0
4,153,480,7,23,9,84,84,1,3.00E+02,2,2,1,4.20E+00,3.17E+00,1.38E-01,1.03E+00,1.07E+00,0,0,0,0,0,0,0,0,1
4,154,337,9,24,10,73,73,1,1.00E-02,0,0,1,5.32E+00,4.30E+00,1.79E-01,1.22E+00,8.33E-01,1,0,0,0,0,0,0,0,0
4,155,231,7,20,6,85,85,1,1.00E-02,0,0,1,3.82E+00,2.80E+00,1.40E-01,1.12E+00,7.97E-01,1,0,0,0,0,0,0,0,0
4,156,476,5,25,11,1000,1000,1000,3.00E+02,2,0,0,2.33E+00,1.30E+00,5.20E-02,1.00E+03,1.05E+00,0,0,0,0,0,0,1,0,0
4,157,512,7,25,11,87,87,1,2.50E+01,1,2,0,4.32E+00,3.30E+00,1.32E-01,1.17E+00,7.96E-01,0,0,0,0,0,1,0,0,0
4,158,554,7,25,11,1000,1000,1000,3.00E+02,2,2,1,3.16E+00,2.13E+00,8.53E-02,1.00E+03,9.05E-01,0,0,0,0,0,0,0,0,1
4,159,499,9,24,10,77,77,1,3.00E+02,2,2,1,5.08E+00,4.05E+00,1.69E-01,1.88E+00,9.33E-01,0,0,0,0,0,0,0,0,1
4,160,446,9,25,11,76,76,1,1.30E+01,1,1,1,5.26E+00,4.23E+00,1.69E-01,1.56E+00,8.07E-01,0,0,0,0,1,0,0,0,0
4,161,343,9,24,10,1000,1000,1000,3.00E+02,2,2,1,3.82E+00,2.80E+00,1.17E-01,1.00E+03,1.18E+00,0,0,0,0,0,0,0,0,1
4,162,505,9,24,10,1000,1000,1000,21,1,1,1,3.83E+00,2.80E+00,1.17E-01,1.00E+03,1.53E+00,0,0,0,0,1,0,0,0,0
4,163,420,9,23,9,75,75,1,300,2,2,1,4.92E+00,3.88E+00,1.69E-01,3.08E+00,9.82E-01,0,0,0,0,0,0,0,0,1
4,164,386,7,25,11,77,77,1,17,1,1,1,4.52E+00,3.50E+00,1.40E-01,1.24E+00,9.59E-01,0,0,0,0,1,0,0,0,0
4,165,442,5,21,7,72,72,1,2.50E+01,1,2,0,3.19E+00,2.17E+00,1.03E-01,1.78E+00,1.02E+00,0,0,0,0,0,1,0,0,0
4,166,540,9,23,9,87,87,1,300,2,2,1,4.88E+00,3.85E+00,1.67E-01,1.37E+00,9.88E-01,0,0,0,0,0,0,0,0,1
4,167,324,5,23,9,1000,1000,1000,9,1,0,0,2.24E+00,1.20E+00,5.22E-02,1.00E+03,1.21E+00,0,0,0,1,0,0,0,0,0
4,168,238,9,21,7,1000,1000,1000,1.70E+01,1,1,1,3.49E+00,2.45E+00,1.17E-01,1.00E+03,3.38E+00,0,0,0,0,1,0,0,0,0
