subnum,nowtrial,imageno,exposure,charalength,TargetPosi,charakey,charares,TorF1,maskwidth,colorcond,colorres,TorF2,totaltime,RSVPtime,mojitime,mojiRT,colorRT,gray_gray,gray_mix,gray_color,mix_gray,mix_mix,mix_color,color_gray,color_mix,color_color
17,324,506,9,25,11,1000,1000,1000,1.70E+01,1,1,1,3.95E+00,2.92E+00,1.17E-01,1.00E+03,8.35E-01,0,0,0,0,1,0,0,0,0
17,325,461,7,22,8,74,74,1,3.00E+02,2,2,1,4.34E+00,3.30E+00,1.50E-01,2.72E-01,2.71E-01,0,0,0,0,0,0,0,0,1
17,326,218,7,25,11,82,71,0,3.00E+02,2,2,1,4.59E+00,3.57E+00,1.43E-01,2.80E-01,6.16E-01,0,0,0,0,0,0,0,0,1
17,327,272,7,25,11,89,89,1,1.00E-02,0,0,1,4.58E+00,3.55E+00,1.42E-01,2.75E-01,2.43E-01,1,0,0,0,0,0,0,0,0
17,328,398,5,25,11,69,69,1,300,2,2,1,3.68E+00,2.65E+00,1.06E-01,3.22E-01,1.75E-01,0,0,0,0,0,0,0,0,1
17,329,484,9,21,7,78,78,1,1.00E-02,0,0,1,4.68E+00,3.65E+00,1.74E-01,3.29E-01,2.01E-01,1,0,0,0,0,0,0,0,0
17,330,261,5,20,6,1000,1000,1000,300,2,1,0,2.07E+00,1.05E+00,5.25E-02,1.00E+03,4.08E-01,0,0,0,0,0,0,0,1,0
17,331,331,9,24,10,78,78,1,1.70E+01,1,1,1,5.16E+00,4.13E+00,1.72E-01,3.11E-01,2.79E-01,0,0,0,0,1,0,0,0,0
17,332,321,7,20,6,1000,1000,1000,9.00E+00,1,1,1,2.75E+00,1.72E+00,8.58E-02,1.00E+03,2.64E-01,0,0,0,0,1,0,0,0,0
17,333,420,9,23,9,75,75,1,300,2,2,1,5.08E+00,4.05E+00,1.76E-01,2.55E-01,2.08E-01,0,0,0,0,0,0,0,0,1
17,334,481,9,24,10,82,82,1,1.00E-02,0,0,1,5.23E+00,4.20E+00,1.75E-01,3.04E-01,2.39E-01,1,0,0,0,0,0,0,0,0
17,335,243,5,20,6,1000,1000,1000,2.50E+01,1,1,1,2.07E+00,1.05E+00,5.25E-02,1.00E+03,2.53E-01,0,0,0,0,1,0,0,0,0
17,336,528,9,23,9,66,76,0,3.00E+02,2,2,1,4.95E+00,3.93E+00,1.71E-01,3.12E-01,2.31E-01,0,0,0,0,0,0,0,0,1
17,337,436,5,21,7,70,70,1,1.30E+01,1,2,0,3.26E+00,2.23E+00,1.06E-01,3.42E-01,5.12E-02,0,0,0,0,0,1,0,0,0
17,338,444,9,23,9,65,65,1,17,1,2,0,5.14E+00,4.10E+00,1.78E-01,3.18E-01,1.24E-01,0,0,0,0,0,1,0,0,0
17,339,405,5,20,6,1000,1000,1000,3.00E+02,2,1,0,2.07E+00,1.05E+00,5.25E-02,1.00E+03,3.02E-01,0,0,0,0,0,0,0,1,0
17,340,508,7,21,7,73,73,1,21,1,1,1,4.09E+00,3.07E+00,1.46E-01,2.51E-01,1.70E-01,0,0,0,0,1,0,0,0,0
17,341,410,7,25,11,76,90,0,9,1,1,1,4.66E+00,3.63E+00,1.45E-01,3.56E-01,9.67E-02,0,0,0,0,1,0,0,0,0
17,342,239,5,22,8,74,74,1,1.00E-02,0,0,1,3.41E+00,2.38E+00,1.08E-01,8.31E-01,2.01E-01,1,0,0,0,0,0,0,0,0
17,343,559,5,24,10,87,87,1,9,1,1,1,3.46E+00,2.43E+00,1.01E-01,2.89E-01,3.54E-01,0,0,0,0,1,0,0,0,0
17,344,209,7,22,8,70,70,1,1.00E-02,0,0,1,4.22E+00,3.20E+00,1.45E-01,2.45E-01,5.66E-01,1,0,0,0,0,0,0,0,0
17,345,521,9,22,8,70,70,1,1.30E+01,1,1,1,4.84E+00,3.82E+00,1.73E-01,2.98E-01,1.84E-01,0,0,0,0,1,0,0,0,0
17,346,538,5,21,7,77,77,1,300,2,2,1,3.25E+00,2.22E+00,1.06E-01,3.92E-01,2.29E-01,0,0,0,0,0,0,0,0,1
17,347,307,9,24,10,77,77,1,1.00E-02,0,2,0,5.21E+00,4.18E+00,1.74E-01,2.62E-01,2.14E-01,0,0,1,0,0,0,0,0,0
17,348,401,7,22,8,75,75,1,2.10E+01,1,1,1,4.26E+00,3.23E+00,1.47E-01,6.22E-01,1.54E+00,0,0,0,0,1,0,0,0,0
17,349,314,5,25,11,80,80,1,300,2,2,1,3.59E+00,2.57E+00,1.03E-01,3.02E-01,2.35E-01,0,0,0,0,0,0,0,0,1
17,350,238,9,21,7,1000,1000,1000,17,1,2,0,3.48E+00,2.45E+00,1.17E-01,1.00E+03,2.91E-01,0,0,0,0,0,1,0,0,0
17,351,416,7,25,11,84,84,1,1.00E-02,0,0,1,4.73E+00,3.70E+00,1.48E-01,2.63E-01,2.31E-01,1,0,0,0,0,0,0,0,0
17,352,425,5,22,8,67,67,1,300,2,2,1,3.32E+00,2.30E+00,1.05E-01,4.55E-01,1.26E-01,0,0,0,0,0,0,0,0,1
17,353,472,5,21,7,79,85,0,1.00E-02,0,1,0,3.34E+00,2.32E+00,1.10E-01,1.18E+00,6.03E-01,0,1,0,0,0,0,0,0,0
17,354,298,5,21,7,1000,1000,1000,1.00E-02,0,0,1,2.13E+00,1.10E+00,5.24E-02,1.00E+03,4.56E-01,1,0,0,0,0,0,0,0,0
17,355,305,9,22,8,75,75,1,9,1,1,1,4.92E+00,3.88E+00,1.77E-01,2.85E-01,2.20E-01,0,0,0,0,1,0,0,0,0
17,356,318,9,23,9,66,70,0,300,2,2,1,5.21E+00,4.18E+00,1.82E-01,3.33E-01,2.35E-01,0,0,0,0,0,0,0,0,1
17,357,550,5,21,7,1000,1000,1000,1.30E+01,1,1,1,2.12E+00,1.10E+00,5.24E-02,1.00E+03,8.87E-01,0,0,0,0,1,0,0,0,0
17,358,432,7,23,9,1000,1000,1000,300,2,2,1,2.99E+00,1.97E+00,8.55E-02,1.00E+03,3.42E-01,0,0,0,0,0,0,0,0,1
17,359,540,9,23,9,87,87,1,300,2,2,1,5.01E+00,3.98E+00,1.73E-01,1.12E+00,2.34E-01,0,0,0,0,0,0,0,0,1
17,360,357,9,20,6,66,65,0,3.00E+02,2,2,1,4.69E+00,3.67E+00,1.83E-01,3.22E-01,2.40E-01,0,0,0,0,0,0,0,0,1
18,1,232,7,21,7,76,76,1,1.00E-02,0,2,0,4.10E+00,3.07E+00,1.46E-01,2.17E+00,7.18E-01,0,0,1,0,0,0,0,0,0
18,2,257,9,22,8,79,79,1,3.00E+02,2,1,0,4.88E+00,3.85E+00,1.75E-01,1.61E+00,1.80E+00,0,0,0,0,0,0,0,1,0
18,3,547,5,24,10,1000,1000,1000,3.00E+02,2,2,1,2.27E+00,1.25E+00,5.21E-02,1.00E+03,1.65E+00,0,0,0,0,0,0,0,0,1
18,4,425,5,22,8,67,67,1,3.00E+02,2,2,1,2.97E+00,1.93E+00,8.79E-02,1.60E+00,6.53E-01,0,0,0,0,0,0,0,0,1
18,5,483,9,20,6,89,89,1,3.00E+02,2,1,0,4.62E+00,3.60E+00,1.80E-01,1.53E+00,4.22E-01,0,0,0,0,0,0,0,1,0
18,6,364,5,21,7,77,77,1,3.00E+02,2,2,1,3.33E+00,2.30E+00,1.10E-01,1.47E+00,2.12E+00,0,0,0,0,0,0,0,0,1
18,7,466,7,21,7,74,74,1,2.50E+01,1,1,1,4.12E+00,3.08E+00,1.47E-01,1.47E+00,3.64E-01,0,0,0,0,1,0,0,0,0
18,8,286,9,21,7,66,66,1,3.00E+02,2,2,1,4.47E+00,3.43E+00,1.63E-01,1.48E+00,2.55E+00,0,0,0,0,0,0,0,0,1
18,9,213,9,20,6,73,73,1,1.00E-02,0,0,1,4.28E+00,3.25E+00,1.62E-01,1.52E+00,7.87E-01,1,0,0,0,0,0,0,0,0
18,10,418,9,21,7,73,73,1,3.00E+02,2,2,1,4.79E+00,3.77E+00,1.79E-01,1.30E+00,6.15E-01,0,0,0,0,0,0,0,0,1
18,11,479,9,22,8,86,86,1,3.00E+02,2,2,1,4.94E+00,3.92E+00,1.78E-01,1.59E+00,5.62E-01,0,0,0,0,0,0,0,0,1
18,12,202,9,21,7,72,72,1,2.10E+01,1,1,1,4.44E+00,3.42E+00,1.63E-01,1.50E+00,4.08E-01,0,0,0,0,1,0,0,0,0
18,13,337,9,24,10,73,73,1,1.00E-02,0,0,1,5.16E+00,4.13E+00,1.72E-01,1.09E+00,9.16E-01,1,0,0,0,0,0,0,0,0
18,14,264,5,23,9,86,86,1,1.00E-02,0,0,1,3.53E+00,2.50E+00,1.09E-01,1.49E+00,8.12E-01,1,0,0,0,0,0,0,0,0
18,15,321,7,20,6,1000,1000,1000,9.00E+00,1,1,1,2.75E+00,1.72E+00,8.58E-02,1.00E+03,3.66E-01,0,0,0,0,1,0,0,0,0
18,16,294,5,23,9,88,88,1,3.00E+02,2,2,1,3.48E+00,2.45E+00,1.07E-01,1.82E+00,8.33E-01,0,0,0,0,0,0,0,0,1
18,17,492,5,23,9,69,69,1,1.00E-02,0,0,1,3.38E+00,2.35E+00,1.02E-01,1.67E+00,6.84E-01,1,0,0,0,0,0,0,0,0
18,18,384,5,23,9,75,75,1,3.00E+02,2,2,1,3.45E+00,2.42E+00,1.05E-01,1.49E+00,4.83E-01,0,0,0,0,0,0,0,0,1
18,19,465,7,20,6,1000,1000,1000,3.00E+02,2,1,0,2.74E+00,1.72E+00,8.58E-02,1.00E+03,4.77E-01,0,0,0,0,0,0,0,1,0
18,20,458,9,25,11,74,74,1,2.50E+01,1,1,1,5.10E+00,4.08E+00,1.63E-01,1.61E+00,2.92E-01,0,0,0,0,1,0,0,0,0
18,21,324,5,23,9,1000,1000,1000,9.00E+00,1,1,1,2.23E+00,1.20E+00,5.22E-02,1.00E+03,4.41E-01,0,0,0,0,1,0,0,0,0
18,22,205,5,24,10,1000,1000,1000,3.00E+02,2,2,1,2.27E+00,1.25E+00,5.21E-02,1.00E+03,4.08E-01,0,0,0,0,0,0,0,0,1
18,23,543,5,20,6,88,88,1,3.00E+02,2,1,0,3.08E+00,2.05E+00,1.02E-01,1.69E+00,2.88E-01,0,0,0,0,0,0,0,1,0
18,24,490,9,21,7,76,76,1,3.00E+02,2,2,1,4.70E+00,3.67E+00,1.75E-01,1.38E+00,6.01E-01,0,0,0,0,0,0,0,0,1
18,25,476,5,25,11,1000,1000,1000,3.00E+02,2,1,0,2.33E+00,1.30E+00,5.20E-02,1.00E+03,1.39E+00,0,0,0,0,0,0,0,1,0
18,26,309,5,20,6,83,83,1,9.00E+00,1,1,1,3.27E+00,2.25E+00,1.12E-01,1.30E+00,1.37E-01,0,0,0,0,1,0,0,0,0
18,27,386,7,25,11,77,77,1,1.70E+01,1,1,1,4.61E+00,3.58E+00,1.43E-01,1.29E+00,4.62E-01,0,0,0,0,1,0,0,0,0
18,28,489,7,20,6,81,81,1,3.00E+02,2,2,1,3.66E+00,2.63E+00,1.32E-01,1.49E+00,3.90E-01,0,0,0,0,0,0,0,0,1
18,29,517,9,24,10,78,78,1,2.50E+01,1,2,0,5.18E+00,4.15E+00,1.73E-01,1.35E+00,2.64E-01,0,0,0,0,0,1,0,0,0
18,30,225,7,20,6,70,70,1,3.00E+02,2,2,1,3.95E+00,2.92E+00,1.46E-01,1.39E+00,2.86E-01,0,0,0,0,0,0,0,0,1
18,31,224,9,25,11,1000,1000,1000,1.30E+01,1,1,1,3.94E+00,2.92E+00,1.17E-01,1.00E+03,1.82E+00,0,0,0,0,1,0,0,0,0
18,32,236,7,25,11,1000,1000,1000,3.00E+02,2,2,1,3.16E+00,2.13E+00,8.53E-02,1.00E+03,3.87E-01,0,0,0,0,0,0,0,0,1
18,33,266,7,25,11,1000,1000,1000,3.00E+02,2,2,1,3.16E+00,2.13E+00,8.53E-02,1.00E+03,3.35E-01,0,0,0,0,0,0,0,0,1
18,34,556,7,21,7,84,84,1,1.70E+01,1,1,1,3.74E+00,2.72E+00,1.29E-01,1.45E+00,5.68E-01,0,0,0,0,1,0,0,0,0
18,35,397,5,24,10,81,81,1,3.00E+02,2,2,1,3.57E+00,2.53E+00,1.06E-01,1.42E+00,6.40E-01,0,0,0,0,0,0,0,0,1
18,36,436,5,21,7,70,70,1,1.30E+01,1,2,0,2.94E+00,1.92E+00,9.13E-02,1.53E+00,4.42E-01,0,0,0,0,0,1,0,0,0
18,37,459,9,20,6,85,85,1,3.00E+02,2,2,1,4.54E+00,3.52E+00,1.76E-01,1.47E+00,3.99E-01,0,0,0,0,0,0,0,0,1
18,38,480,7,23,9,84,84,1,3.00E+02,2,2,1,4.34E+00,3.32E+00,1.44E-01,1.37E+00,5.77E-01,0,0,0,0,0,0,0,0,1
18,39,456,9,23,9,73,73,1,3.00E+02,2,1,0,5.08E+00,4.05E+00,1.76E-01,1.23E+00,5.33E-01,0,0,0,0,0,0,0,1,0
18,40,352,9,21,7,1000,1000,1000,9.00E+00,1,1,1,3.47E+00,2.45E+00,1.17E-01,1.00E+03,2.26E-01,0,0,0,0,1,0,0,0,0
18,41,471,7,20,6,74,74,1,300,2,0,0,4.00E+00,2.98E+00,1.49E-01,1.38E+00,3.10E+00,0,0,0,0,0,0,1,0,0
18,42,288,9,23,9,87,87,1,1.00E-02,0,0,1,5.02E+00,4.00E+00,1.74E-01,1.09E+00,6.38E-01,1,0,0,0,0,0,0,0,0
18,43,428,9,25,11,73,73,1,9.00E+00,1,1,1,5.01E+00,3.98E+00,1.59E-01,1.29E+00,5.13E-01,0,0,0,0,1,0,0,0,0
18,44,249,7,20,6,83,83,1,1.00E-02,0,0,1,4.01E+00,2.98E+00,1.49E-01,1.43E+00,1.40E+00,1,0,0,0,0,0,0,0,0
18,45,263,5,22,8,90,90,1,300,2,1,0,3.43E+00,2.40E+00,1.09E-01,1.62E+00,2.48E+00,0,0,0,0,0,0,0,1,0
18,46,220,7,21,7,87,87,1,21,1,2,0,4.03E+00,3.00E+00,1.43E-01,1.14E+00,4.97E-01,0,0,0,0,0,1,0,0,0
18,47,548,5,25,11,74,74,1,1.00E-02,0,0,1,3.56E+00,2.53E+00,1.01E-01,1.23E+00,5.88E+00,1,0,0,0,0,0,0,0,0
18,48,317,5,22,8,78,78,1,9,1,1,1,3.53E+00,2.50E+00,1.14E-01,1.08E+00,4.08E-01,0,0,0,0,1,0,0,0,0
18,49,215,7,22,8,76,76,1,21,1,1,1,4.27E+00,3.25E+00,1.48E-01,1.43E+00,1.62E+00,0,0,0,0,1,0,0,0,0
18,50,313,7,24,10,1000,1000,1000,3.00E+02,2,1,0,3.07E+00,2.05E+00,8.54E-02,1.00E+03,6.33E-01,0,0,0,0,0,0,0,1,0
18,51,528,9,23,9,66,66,1,300,2,2,1,4.74E+00,3.72E+00,1.62E-01,1.34E+00,1.03E+00,0,0,0,0,0,0,0,0,1
18,52,469,7,24,10,83,83,1,13,1,1,1,4.38E+00,3.35E+00,1.40E-01,1.05E+00,6.32E-01,0,0,0,0,1,0,0,0,0
18,53,427,9,24,10,72,72,1,3.00E+02,2,2,1,4.93E+00,3.90E+00,1.62E-01,1.06E+00,5.37E-01,0,0,0,0,0,0,0,0,1
18,54,356,9,25,11,86,86,1,2.50E+01,1,2,0,5.30E+00,4.27E+00,1.71E-01,1.34E+00,3.55E-01,0,0,0,0,0,1,0,0,0
18,55,201,7,20,6,1000,1000,1000,13,1,1,1,2.74E+00,1.72E+00,8.58E-02,1.00E+03,3.43E-02,0,0,0,0,1,0,0,0,0
18,56,301,7,24,10,67,67,1,21,1,2,0,4.42E+00,3.40E+00,1.42E-01,1.61E+00,2.01E+00,0,0,0,0,0,1,0,0,0
18,57,381,5,20,6,80,80,1,17,1,2,0,3.16E+00,2.13E+00,1.07E-01,1.43E+00,4.38E-01,0,0,0,0,0,1,0,0,0
18,58,251,7,22,8,84,84,1,300,2,2,1,4.30E+00,3.27E+00,1.48E-01,9.62E-01,1.83E-01,0,0,0,0,0,0,0,0,1
18,59,414,9,23,9,74,74,1,2.10E+01,1,2,0,4.98E+00,3.95E+00,1.72E-01,1.41E+00,2.79E-01,0,0,0,0,0,1,0,0,0
18,60,300,5,23,9,78,78,1,3.00E+02,2,2,1,3.59E+00,2.57E+00,1.12E-01,1.26E+00,4.66E-01,0,0,0,0,0,0,0,0,1
18,61,346,9,21,7,85,85,1,3.00E+02,2,2,1,4.78E+00,3.75E+00,1.79E-01,1.45E+00,2.20E-01,0,0,0,0,0,0,0,0,1
18,62,322,5,21,7,86,86,1,13,1,1,1,3.30E+00,2.27E+00,1.08E-01,1.87E+00,2.35E-01,0,0,0,0,1,0,0,0,0
18,63,503,7,22,8,89,89,1,1.30E+01,1,1,1,4.11E+00,3.08E+00,1.40E-01,1.53E+00,3.30E-01,0,0,0,0,1,0,0,0,0
18,64,377,5,22,8,75,74,0,1.00E-02,0,0,1,2.91E+00,1.88E+00,8.56E-02,1.16E+00,4.50E-01,1,0,0,0,0,0,0,0,0
18,65,408,5,23,9,85,85,1,25,1,2,0,3.54E+00,2.52E+00,1.09E-01,1.07E+00,4.95E-01,0,0,0,0,0,1,0,0,0
18,66,540,9,23,9,87,87,1,300,2,2,1,4.69E+00,3.67E+00,1.59E-01,1.40E+00,9.11E-01,0,0,0,0,0,0,0,0,1
18,67,505,9,24,10,1000,1000,1000,2.10E+01,1,2,0,3.83E+00,2.80E+00,1.17E-01,1.00E+03,2.38E-01,0,0,0,0,0,1,0,0,0
18,68,216,5,23,9,68,68,1,300,2,2,1,3.46E+00,2.43E+00,1.06E-01,1.38E+00,7.13E-01,0,0,0,0,0,0,0,0,1
18,69,405,5,20,6,1000,1000,1000,3.00E+02,2,2,1,2.08E+00,1.05E+00,5.25E-02,1.00E+03,4.05E-01,0,0,0,0,0,0,0,0,1
18,70,470,5,25,11,78,78,1,1.00E-02,0,0,1,3.18E+00,2.15E+00,8.60E-02,1.22E+00,3.97E-01,1,0,0,0,0,0,0,0,0
18,71,558,5,23,9,70,70,1,17,1,1,1,3.35E+00,2.32E+00,1.01E-01,1.38E+00,3.43E-01,0,0,0,0,1,0,0,0,0
18,72,355,5,24,10,68,68,1,25,1,1,1,3.16E+00,2.13E+00,8.89E-02,1.11E+00,3.11E+00,0,0,0,0,1,0,0,0,0
18,73,383,7,22,8,1000,1000,1000,1.00E-02,0,0,1,2.91E+00,1.88E+00,8.56E-02,1.00E+03,1.90E-03,1,0,0,0,0,0,0,0,0
18,74,226,9,21,7,72,72,1,9,1,1,1,4.79E+00,3.77E+00,1.79E-01,1.23E+00,5.38E-01,0,0,0,0,1,0,0,0,0
18,75,241,7,24,10,1000,1000,1000,3.00E+02,2,2,1,3.07E+00,2.05E+00,8.54E-02,1.00E+03,2.90E-01,0,0,0,0,0,0,0,0,1
18,76,271,7,24,10,1000,1000,1000,17,1,1,1,3.07E+00,2.05E+00,8.54E-02,1.00E+03,2.90E+00,0,0,0,0,1,0,0,0,0
18,77,421,5,24,10,1000,1000,1000,21,1,2,0,2.27E+00,1.25E+00,5.21E-02,1.00E+03,3.09E-01,0,0,0,0,0,1,0,0,0
18,78,287,7,22,8,87,87,1,1.70E+01,1,2,0,4.11E+00,3.08E+00,1.40E-01,1.38E+00,2.76E-01,0,0,0,0,0,1,0,0,0
18,79,419,9,22,8,84,84,1,9.00E+00,1,1,1,4.91E+00,3.88E+00,1.77E-01,1.36E+00,3.11E-01,0,0,0,0,1,0,0,0,0
18,80,353,7,22,8,68,68,1,1.00E-02,0,0,1,4.00E+00,2.98E+00,1.36E-01,1.14E+00,5.98E-01,1,0,0,0,0,0,0,0,0
18,81,295,5,24,10,85,85,1,300,2,2,1,3.41E+00,2.38E+00,9.93E-02,1.14E+00,3.04E-01,0,0,0,0,0,0,0,0,1
18,82,373,9,24,10,88,88,1,13,1,1,1,4.89E+00,3.87E+00,1.61E-01,1.53E+00,4.75E-01,0,0,0,0,1,0,0,0,0
18,83,378,9,23,9,71,71,1,2.50E+01,1,2,0,5.06E+00,4.03E+00,1.75E-01,1.08E+00,1.42E+00,0,0,0,0,0,1,0,0,0
18,84,376,9,21,7,89,89,1,1.00E-02,0,0,1,4.71E+00,3.68E+00,1.75E-01,9.90E-01,5.14E-01,1,0,0,0,0,0,0,0,0
18,85,223,5,24,10,72,72,1,2.50E+01,1,2,0,3.62E+00,2.60E+00,1.08E-01,1.18E+00,3.53E-02,0,0,0,0,0,1,0,0,0
18,86,265,7,24,10,85,85,1,2.50E+01,1,0,0,4.50E+00,3.47E+00,1.44E-01,1.15E+00,2.33E-01,0,0,0,1,0,0,0,0,0
18,87,335,7,22,8,67,67,1,13,1,1,1,4.22E+00,3.20E+00,1.45E-01,1.22E+00,4.03E+00,0,0,0,0,1,0,0,0,0
18,88,426,5,23,9,1000,1000,1000,3.00E+02,2,2,1,2.23E+00,1.20E+00,5.22E-02,1.00E+03,2.51E-01,0,0,0,0,0,0,0,0,1
18,89,341,7,22,8,85,85,1,17,1,1,1,4.34E+00,3.32E+00,1.51E-01,1.15E+00,7.32E-01,0,0,0,0,1,0,0,0,0
18,90,462,5,23,9,86,86,1,9,1,0,0,3.34E+00,2.32E+00,1.01E-01,1.27E+00,2.35E+00,0,0,0,1,0,0,0,0,0
18,91,338,5,25,11,65,65,1,25,1,1,1,3.55E+00,2.52E+00,1.01E-01,7.81E-01,3.28E-01,0,0,0,0,1,0,0,0,0
18,92,488,5,25,11,80,80,1,3.00E+02,2,2,1,3.51E+00,2.48E+00,9.93E-02,1.39E+00,1.09E+00,0,0,0,0,0,0,0,0,1
18,93,433,7,24,10,78,78,1,3.00E+02,2,2,1,4.19E+00,3.17E+00,1.32E-01,1.18E+00,3.43E-01,0,0,0,0,0,0,0,0,1
18,94,499,9,24,10,77,77,1,300,2,1,0,5.14E+00,4.12E+00,1.72E-01,1.40E+00,3.56E+00,0,0,0,0,0,0,0,1,0
18,95,371,9,22,8,68,68,1,3.00E+02,2,2,1,4.92E+00,3.90E+00,1.77E-01,3.85E-01,2.20E-01,0,0,0,0,0,0,0,0,1
18,96,227,9,22,8,89,89,1,9,1,1,1,4.95E+00,3.92E+00,1.78E-01,1.30E+00,3.04E-01,0,0,0,0,1,0,0,0,0
18,97,475,5,24,10,69,69,1,3.00E+02,2,2,1,3.44E+00,2.42E+00,1.01E-01,1.43E+00,3.76E-01,0,0,0,0,0,0,0,0,1
18,98,306,5,23,9,66,66,1,1.00E-02,0,0,1,3.36E+00,2.33E+00,1.01E-01,1.15E+00,2.98E-01,1,0,0,0,0,0,0,0,0
18,99,361,5,24,10,81,81,1,1.30E+01,1,1,1,3.61E+00,2.58E+00,1.08E-01,1.47E+00,3.46E-01,0,0,0,0,1,0,0,0,0
18,100,453,5,20,6,87,87,1,3.00E+02,2,2,1,3.14E+00,2.12E+00,1.06E-01,1.05E+00,2.67E-01,0,0,0,0,0,0,0,0,1
18,101,452,7,25,11,69,69,1,1.00E-02,0,0,1,4.49E+00,3.47E+00,1.39E-01,1.75E+00,3.98E-01,1,0,0,0,0,0,0,0,0
18,102,254,9,25,11,90,90,1,3.00E+02,2,2,1,5.40E+00,4.37E+00,1.75E-01,1.33E+00,1.48E+00,0,0,0,0,0,0,0,0,1
18,103,354,7,23,9,89,89,1,1.70E+01,1,2,0,4.01E+00,2.98E+00,1.30E-01,1.13E+00,6.31E-01,0,0,0,0,0,1,0,0,0
18,104,340,5,21,7,90,90,1,300,2,2,1,3.30E+00,2.28E+00,1.09E-01,1.17E+00,3.05E-01,0,0,0,0,0,0,0,0,1
18,105,362,5,25,11,74,74,1,300,2,2,1,3.68E+00,2.65E+00,1.06E-01,1.28E+00,7.10E-01,0,0,0,0,0,0,0,0,1
18,106,268,5,21,7,1000,1000,1000,300,2,2,1,2.12E+00,1.10E+00,5.24E-02,1.00E+03,2.08E-01,0,0,0,0,0,0,0,0,1
18,107,486,9,23,9,86,86,1,1.00E-02,0,0,1,5.02E+00,3.98E+00,1.73E-01,1.28E+00,4.21E-01,1,0,0,0,0,0,0,0,0
18,108,559,5,24,10,87,69,0,9.00E+00,1,0,0,3.11E+00,2.08E+00,8.68E-02,1.35E+00,3.95E-01,0,0,0,1,0,0,0,0,0
18,109,482,7,25,11,1000,1000,1000,17,1,1,1,3.17E+00,2.13E+00,8.53E-02,1.00E+03,2.31E-01,0,0,0,0,1,0,0,0,0
18,110,526,5,21,7,84,84,1,300,2,2,1,3.23E+00,2.20E+00,1.05E-01,1.19E+00,1.96E-01,0,0,0,0,0,0,0,0,1
18,111,325,7,24,10,67,67,1,25,1,2,0,4.56E+00,3.53E+00,1.47E-01,1.09E+00,1.45E-01,0,0,0,0,0,1,0,0,0
18,112,274,5,21,7,67,67,1,1.30E+01,1,1,1,3.22E+00,2.20E+00,1.05E-01,1.05E+00,5.62E-02,0,0,0,0,1,0,0,0,0
18,113,244,7,21,7,79,79,1,9,1,1,1,4.18E+00,3.15E+00,1.50E-01,1.08E+00,8.93E-03,0,0,0,0,1,0,0,0,0
18,114,296,9,25,11,67,67,1,300,2,2,1,5.34E+00,4.32E+00,1.73E-01,1.25E+00,2.31E-01,0,0,0,0,0,0,0,0,1
18,115,554,7,25,11,1000,1000,1000,300,2,2,1,3.16E+00,2.13E+00,8.53E-02,1.00E+03,1.96E-03,0,0,0,0,0,0,0,0,1
18,116,529,7,24,10,1000,1000,1000,25,1,2,0,3.07E+00,2.05E+00,8.54E-02,1.00E+03,7.16E-03,0,0,0,0,0,1,0,0,0
18,117,491,7,22,8,88,88,1,9,1,2,0,4.14E+00,3.12E+00,1.42E-01,1.66E+00,1.61E+00,0,0,0,0,0,1,0,0,0
18,118,445,5,24,10,81,81,1,2.50E+01,1,2,0,3.16E+00,2.13E+00,8.89E-02,1.07E+00,3.70E-01,0,0,0,0,0,1,0,0,0
18,119,454,9,21,7,81,81,1,300,2,2,1,4.78E+00,3.75E+00,1.79E-01,6.08E-01,5.15E-01,0,0,0,0,0,0,0,0,1
18,120,292,5,21,7,71,71,1,1.70E+01,1,1,1,3.39E+00,2.37E+00,1.13E-01,1.35E+00,1.51E-01,0,0,0,0,1,0,0,0,0
18,121,207,9,20,6,83,83,1,3.00E+02,2,2,1,4.52E+00,3.48E+00,1.74E-01,1.29E+00,2.88E-01,0,0,0,0,0,0,0,0,1
18,122,430,5,21,7,78,78,1,2.10E+01,1,2,0,3.30E+00,2.28E+00,1.09E-01,1.36E+00,6.42E-01,0,0,0,0,0,1,0,0,0
18,123,496,9,21,7,84,84,1,1.00E-02,0,0,1,4.69E+00,3.65E+00,1.74E-01,1.40E+00,4.92E-01,1,0,0,0,0,0,0,0,0
18,124,255,5,20,6,1000,1000,1000,3.00E+02,2,2,1,2.07E+00,1.05E+00,5.25E-02,1.00E+03,3.69E-01,0,0,0,0,0,0,0,0,1
18,125,258,5,23,9,79,79,1,1.00E-02,0,0,1,3.40E+00,2.37E+00,1.03E-01,1.57E+00,4.02E-01,1,0,0,0,0,0,0,0,0
18,126,527,9,22,8,73,73,1,1.30E+01,1,1,1,4.85E+00,3.82E+00,1.73E-01,1.15E+00,3.11E-01,0,0,0,0,1,0,0,0,0
18,127,250,5,21,7,65,65,1,1.00E-02,0,0,1,3.22E+00,2.20E+00,1.05E-01,1.24E+00,4.32E-01,1,0,0,0,0,0,0,0,0
18,128,538,5,21,7,77,77,1,3.00E+02,2,2,1,3.14E+00,2.12E+00,1.01E-01,1.10E+00,2.18E-01,0,0,0,0,0,0,0,0,1
18,129,326,9,25,11,68,68,1,3.00E+02,2,2,1,5.35E+00,4.32E+00,1.73E-01,1.01E+00,2.65E-01,0,0,0,0,0,0,0,0,1
18,130,553,9,24,10,90,90,1,9.00E+00,1,1,1,5.12E+00,4.10E+00,1.71E-01,1.37E+00,2.41E-01,0,0,0,0,1,0,0,0,0
